"CODICE DELL'EDIFICIO";EDIFICIO;COMUNE;"INDIRIZZO PRINCIPALE";"CODICE DEL PIANO";PIANO;"CODICE DEL LOCALE";LOCALE;NOTE;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3550;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3560;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3570;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3580;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3590;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3600;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3610;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3620;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3630;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3640;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3650;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3660;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3670;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3680;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3690;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3700;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_P02;"Piano Secondo";030-A_P02_3710;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0010;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0020;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0030;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0040;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0050;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0060;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0070;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0080;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0090;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0100;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0110;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0120;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0130;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0140;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0150;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0160;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0170;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0180;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0190;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0200;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0210;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0220;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0230;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0240;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0250;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0260;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0270;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0280;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0290;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0300;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0310;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0330;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0340;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0350;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0360;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0370;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0380;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0390;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0400;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0410;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0420;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0430;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0440;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0450;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0460;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0470;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0480;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0490;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0500;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0510;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0520;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0530;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0540;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0550;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0560;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0570;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0580;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0590;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0600;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0610;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0620;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0630;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0640;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0650;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0660;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0670;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0680;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0690;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0700;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0710;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0720;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0730;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0740;;;
030-A;"Ex Manifattura Tabacchi";Torino;"Corso Regio Parco 142";030-A_S01;"Piano Seminterrato";030-A_S01_0750;;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0180;Atrio;"In condivisione per metà con il comune";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0190;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0200;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0210;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0220;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0225;"Locale usato dalla S.O.R.I.S.";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0230;Portineria;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0235;"Locale usato dalla S.O.R.I.S.";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0240;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0250;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0255;"Locale usato dalla S.O.R.I.S.";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0260;Ascensore;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0270;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0280;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0290;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0300;Ripostiglio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0310;Ripostiglio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0320;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0330;"Servizi igienici";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0340;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0350;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0360;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0370;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0380;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0390;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0400;Biblioteca;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0410;Aula;"Aula Magna (60 posti)";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0420;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P00;"Piano rialzato";031-A_P00_0430;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P01;"Piano primo ammezzato";031-A_P01_0440;Biblioteca;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P01;"Piano primo ammezzato";031-A_P01_0450;Vuoto;"Vuoto su Biblioteca";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P01;"Piano primo ammezzato";031-A_P01_0460;Vuoto;"Vuoto su vano scale";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0470;Atrio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0480;Aula;"Aula 3 - 25 Posti";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0490;Ufficio;"Open space";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0500;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0510;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0520;Corridoio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0530;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0540;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0550;Vuoto;"Vuoto su Vano Scale";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0560;Ascensore;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0570;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0580;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0590;"Servizi igienici";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0600;Balcone;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0610;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0620;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0630;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0640;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0650;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0660;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0670;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0680;Corridoio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0690;"Servizi igienici";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0700;"Servizi igienici";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0710;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0720;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0730;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0740;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0750;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0760;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0770;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0780;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0790;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0800;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0810;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0820;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0830;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0840;Biblioteca;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P02;"Piano primo";031-A_P02_0850;Vuoto;"Vuoto su Aula Magna";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0860;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0870;Vuoto;"Vuoto su vano scale";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0875;"Locale usato dalla S.O.R.I.S.";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0876;"Locale usato dalla S.O.R.I.S.";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0880;Ascensore;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0890;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0900;Museo;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0910;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0920;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0930;Aula;"Aula magna capienza 70 posti";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0940;Magazzino;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0950;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0960;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0970;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0980;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_0990;Corridoio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1000;"Servizi igienici";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1010;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1020;Biblioteca;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1030;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1040;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1050;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1060;Vuoto;"Vuoto su vano scale";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1070;"Vano scale";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P03;"Piano secondo";031-A_P03_1080;Vuoto;"Vuoto su vano scale";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1090;Deposito;"Sala ristoro e deposito";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1100;"Servizi igienici";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1110;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1120;"Servizi igienici";;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1125;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1130;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1140;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1150;Vuoto;"Vuoto su vano scale";
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1160;Disimpegno;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1170;Ascensore;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1180;Corridoio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1190;Deposito;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1200;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1205;Ufficio;;
031-A;"Piazza Albarello, 8";Torino;"Piazza Albarello, 8";031-A_P04;"Piano terzo";031-A_P04_1210;Ufficio;;
